,Name,Fn_Fix,Ln_Fix,new_town,county,new_state,country,name_type,Name_Fix
1294,Sulton Gudgeon | Sutton Gudgeon,Sutton,Gudgeon,,Baltimore County,MD,US,county,Sulton Gudgeon | Sutton Gudgeon
1295,Edward Hamilton,Edward,Hamilton,,Charles County,MD,US,county,Edward Hamilton
1296,Absalom Redgely | Absalom Ridgely,Absalom,Redgely,,,MD,US,state,Absalom Redgely | Absalom Ridgely
1296,Absalom Redgely | Absalom Ridgely,Absalom,Ridgely,,,MD,US,state,Absalom Redgely | Absalom Ridgely
1298,Richard Anderson,Richard,anderson,,Montgomery County,MD,US,county,Richard anderson
1299,Sarah Marshall,Sarah,Marshall,,Talbot County,MD,US,county,Sarah Marshall
1300,Perry Benson,Perry,Benson,,,MD,US,state,Perry Benson
1301,Jesse Dewees,Jesse,Dewees,Annapolis,Anne Arundel County,MD,US,town,Jesse Dewees
1305,Rezin Davis,Rezin,Davis,,,MD,US,state,Rezin Davis
1306,William Dickensheet,William,Dickensheet,,Frederick County,MD,US,county,William Dickensheet
1307,John Jordans Estate | John Jordon | The Estate of John Jordon,John,Jordon,,,MD,US,state,John Jordon
1308,John Jordans Estate,John,Jordan,,,MD,US,state,John Jordan
1309,Randolph B Latimer | Randolph Brandt Latimer,Randolph B,Latimer,Annapolis,Anne Arundel County,MD,US,town,Randolph B Latimer | Randolph Brandt Latimer
1309,Randolph B Latimer | Randolph Brandt Latimer,Randolph Brandt,Latimer,Annapolis,Anne Arundel County,MD,US,town,Randolph B Latimer | Randolph Brandt Latimer
1312,Moses Rawlings,Moses,Rawlings,,Washington County,MD,US,county,Moses Rawlings
1313,John Thomas,John,Thomas,,Baltimore County,MD,US,county,John Thomas
1314,John Gale,John,Gale,,,MD,US,state,John Gale
1315,John Gale | John Gale Execr of Ebenezer Finlays,Ebenezer,Finlays,,,MD,US,state,Ebenezer Finlays | John Gale
1315,John Gale | John Gale Execr of Ebenezer Finlays,John,Gale,,,MD,US,state,Ebenezer Finlays | John Gale
1317,Nicholas Low,Nicholas,Low,,,MD,US,state,Nicholas Low
1319,William House,William,House,,Frederick County,MD,US,county,William House
1323,John Davidson,John,Davidson,Annapolis,Anne Arundel County,MD,US,town,John Davidson
1324,Mara Fara,Mara,Fara,,Baltimore County,MD,US,county,Mara Fara
1329,Mary Mayo,Mary,Mayo,,Anne Arundel County,MD,US,county,Mary Mayo
1331,Randloph B Latimer | Randolph B Latimer,Randloph B,Latimer,Annapolis,Anne Arundel County,MD,US,town,Randloph B Latimer | Randolph B Latimer
1331,Randloph B Latimer | Randolph B Latimer,Randolph B,Latimer,Annapolis,Anne Arundel County,MD,US,town,Randloph B Latimer | Randolph B Latimer
1333,Luther Martin,Luther,Martin,Baltimore,Baltimore County,MD,US,town,Luther Martin
1335,Edmund Plowden,Edmund,Plowden,,St Marys County,MD,US,county,Edmund Plowden
1336,Richard Edelen,Richard,Edelen,,Charles County,MD,US,county,Richard Edelen
1337,Luther Martin,Luther,Martin,Baltimore,Baltimore County,MD,US,town,Luther Martin
1338,Alexander McPherson,Alexander,Mcpherson,,Charles County,MD,US,county,Alexander Mcpherson
1339,John Neale | John Neall,John,Neale,,Frederick County,MD,US,county,John Neale | John Neall
1339,John Neale | John Neall,John,Neall,,Frederick County,MD,US,county,John Neale | John Neall
1340,Daniel Dulany,Daniel,Dulany,,Baltimore County,MD,US,county,Daniel Dulany
1341,Leonard Sellman,Leonard,Sellman,,Anne Arundel County,MD,US,county,Leonard Sellman
1342,Richard Bryant,Richard,Bryant,,Prince Georges County,MD,US,county,Richard Bryant
1343,Zachariah Duvall,Zachariah,Duvall,,Anne Arundel County,MD,US,county,Zachariah Duvall
1344,John Archer,John,Archer,,Harford County,MD,US,county,John Archer
1345,John Archer | John Archer Excr of Moses Ruth,John,Archer,,Harford County,MD,US,county,John Archer | Moses Ruth
1345,John Archer | John Archer Excr of Moses Ruth,Moses,Ruth,,Harford County,MD,US,county,John Archer | Moses Ruth
1346,John Hays,John,Hays,,Harford County,MD,US,county,John Hays
1347,John Gibbs,John,Gibbs,,Harford County,MD,US,county,John Gibbs
1348,Francis O'Neill,Francis,O'Neill,,Harford County,MD,US,county,Francis O'Neill
1349,Edward Prall,Edward,Prall,,Harford County,MD,US,county,Edward Prall
1350,William Robinson,William,Robinson,,,MD,US,state,William Robinson
1351,Rinaldo Johnson,Rinaldo,Johnson,,Prince Georges County,MD,US,county,Rinaldo Johnson
1353,Samuel Sterett | Samuel Sterrett,Samuel,Sterett,Baltimore,Baltimore County,MD,US,town,Samuel Sterett | Samuel Sterrett
1353,Samuel Sterett | Samuel Sterrett,Samuel,Sterrett,Baltimore,Baltimore County,MD,US,town,Samuel Sterett | Samuel Sterrett
1354,Thomas Waters,Thomas,Waters,,Charles County,MD,US,county,Thomas Waters
1355,Joshua Mudd,Joshua,Mudd,,Charles County,MD,US,county,Joshua Mudd
1356,Eliza Caile | Elizabeth Caile,Eliza,Caile,,Dorchester County,MD,US,county,Eliza Caile | Elizabeth Caile
1356,Eliza Caile | Elizabeth Caile,Elizabeth,Caile,,Dorchester County,MD,US,county,Eliza Caile | Elizabeth Caile
1357,Thomas Woolford,Thomas,Woolford,,Dorchester County,MD,US,county,Thomas Woolford
1358,Uriah Forrest,Uriah,Forrest,,Montgomery County,MD,US,county,Uriah Forrest
1360,Bernard O'Neill,Bernard,O'Neill,,Montgomery County,MD,US,county,Bernard O'Neill
1361,Philip B Key,Philip B,Key,,,MD,US,state,Philip B Key
1363,Uriah Forrest,Uriah,Forrest,,,MD,US,state,Uriah Forrest
1367,John Ramsburgh,John,Ramsburgh,,Frederick County,MD,US,county,John Ramsburgh
1368,Joseph Wheeler,Joseph,Wheeler,,Harford County,MD,US,county,Joseph Wheeler
1369,Lawrance Brangle and Jacob Gombare | Lawrence Brangle and Jacob Gombar | Lawrence Brangle and Jacob Gombare,Jacob,Gombare,,Frederick County,MD,US,county,Jacob Gombare | Lawrence Brangle
1369,Lawrance Brangle and Jacob Gombare | Lawrence Brangle and Jacob Gombar | Lawrence Brangle and Jacob Gombare,Lawrence,Brangle,,Frederick County,MD,US,county,Jacob Gombare | Lawrence Brangle
1370,William Wilsm and Co | William Wilson and Co | William Wilson and Company,William,Wilsm,,,VA,US,state,William Wilsm | William Wilson
1370,William Wilsm and Co | William Wilson and Co | William Wilson and Company,William,Wilson,,,VA,US,state,William Wilsm | William Wilson
1371,John Callahan | John Callhan,John,Callahan,Annapolis,Anne Arundel County,MD,US,town,John Callahan | John Callhan
1371,John Callahan | John Callhan,John,Callhan,Annapolis,Anne Arundel County,MD,US,town,John Callahan | John Callhan
1375,Elijah Robosson,Elijah,Robosson,,Allegany County,MD,US,county,Elijah Robosson
1379,James McGan | James McGaw,James,Mcgan,,Harford County,MD,US,county,James Mcgan | James Mcgaw
1379,James McGan | James McGaw,James,Mcgaw,,Harford County,MD,US,county,James Mcgan | James Mcgaw
1380,John Francis Mercer,John Francis,Mercer,,,MD,US,state,John Francis Mercer
1381,Francis Speake,Francis,Speake,,Charles County,MD,US,county,Francis Speake
1382,Jesse Rewees,Jesse,Rewees,,,MD,US,state,Jesse Rewees
1383,James Williams,James,Williams,Annapolis,Anne Arundel County,MD,US,town,James Williams
1384,Charles Stuart and James McCulloch,Charles,Stuart,,Anne Arundel County,MD,US,county,Charles Stuart | James Mcculloch
1384,Charles Stuart and James McCulloch,James,Mcculloch,,Anne Arundel County,MD,US,county,Charles Stuart | James Mcculloch
1385,Philip Barton Key,Philip Barton,Key,Annapolis,Anne Arundel County,MD,US,town,Philip Barton Key
1386,Thomas Lansdale,Thomas,Lansdale,,Prince Georges County,MD,US,county,Thomas Lansdale
1387,David Lynn,David,Lynn,,Montgomery County,MD,US,county,David Lynn
1388,Josiah Watson and Co | Josiah Watson and Company,Josiah,Watson,,,VA,US,state,Josiah Watson
1390,James Brice | James Bried,James,Brice,Annapolis,Anne Arundel County,MD,US,town,James Brice | James Bried
1390,James Brice | James Bried,James,Bried,Annapolis,Anne Arundel County,MD,US,town,James Brice | James Bried
1391,Jacob Cox,Jacob,Cox,,,VA,US,state,Jacob Cox
1392,Jesse Dewees | Jesse Dewers,Jesse,Dewees,Annapolis,Anne Arundel County,MD,US,town,Jesse Dewees | Jesse Dewers
1392,Jesse Dewees | Jesse Dewers,Jesse,Dewers,Annapolis,Anne Arundel County,MD,US,town,Jesse Dewees | Jesse Dewers
1393,James Gettings,James,Gettings,,Baltimore County,MD,US,county,James Gettings
1394,James Pattison | William Patterson,James,Pattison,,Anne Arundel County,MD,US,county,James Pattison | William Patterson
1394,James Pattison | William Patterson,William,Patterson,,Anne Arundel County,MD,US,county,James Pattison | William Patterson
1395,William Patterson,William,Patterson,Baltimore,Baltimore County,MD,US,town,William Patterson
1396,William Patterson,William,Patterson,Baltimore,Baltimore County,MD,US,town,William Patterson
1397,James Pattison | William Patterson,James,Pattison,Baltimore,Baltimore County,MD,US,town,James Pattison | William Patterson
1397,James Pattison | William Patterson,William,Patterson,Baltimore,Baltimore County,MD,US,town,James Pattison | William Patterson
1398,William Wilkins,William,Wilkins,Annapolis,Anne Arundel County,MD,US,town,William Wilkins
1399,William Richardson,William,Richardson,,,MD,US,state,William Richardson
1400,Archibald Pattison,Archibald,Pattison,,Dorchester County,MD,US,county,Archibald Pattison
1401,Richard Sprigg,Richard,Sprigg,,Anne Arundel County,MD,US,county,Richard Sprigg
1403,Walter S Chandler,Walter S,Chandler,,Prince Georges County,MD,US,county,Walter S Chandler
1404,Ignatius Gardiner,Ignatius,Gardiner,,Charles County,MD,US,county,Ignatius Gardiner
1405,Stanley Byus,Stanley,Byus,,Dorchester County,MD,US,county,Stanley Byus
1406,Robert Pattenger | Robert Pottenger | Robert Pottinger Excr Nicholas Gassaway,Nicholas,Gassaway,,,MD,US,state,Nicholas Gassaway | Robert Pattenger | Robert Pottenger | Robert Pottinger
1406,Robert Pattenger | Robert Pottenger | Robert Pottinger Excr Nicholas Gassaway,Robert,Pattenger,,,MD,US,state,Nicholas Gassaway | Robert Pattenger | Robert Pottenger | Robert Pottinger
1406,Robert Pattenger | Robert Pottenger | Robert Pottinger Excr Nicholas Gassaway,Robert,Pottenger,,,MD,US,state,Nicholas Gassaway | Robert Pattenger | Robert Pottenger | Robert Pottinger
1406,Robert Pattenger | Robert Pottenger | Robert Pottinger Excr Nicholas Gassaway,Robert,Pottinger,,,MD,US,state,Nicholas Gassaway | Robert Pattenger | Robert Pottenger | Robert Pottinger
1407,William Deakins,William,Deakins,Georgetown,Cecil County,MD,US,town,William Deakins
1408,Richard Fraizer | Richard Frazier,Richard,Fraizer,Annapolis,Anne Arundel County,MD,US,town,Richard Fraizer | Richard Frazier
1408,Richard Fraizer | Richard Frazier,Richard,Frazier,Annapolis,Anne Arundel County,MD,US,town,Richard Fraizer | Richard Frazier
1409,James M Lingan,James M,Lingan,Georgetown,Cecil County,MD,US,town,James M Lingan
1410,Joseph E Rowles,Joseph E,Rowles,Georgetown,Cecil County,MD,US,town,Joseph E Rowles
1414,William Campbell,William,Campbell,Annapolis,Anne Arundel County,MD,US,town,William Campbell
1416,George Gale,George,Gale,Baltimore,Baltimore County,MD,US,town,George Gale
1418,John Contee | John Conter,John,Contee,,Prince Georges County,MD,US,county,John Contee | John Conter
1418,John Contee | John Conter,John,Conter,,Prince Georges County,MD,US,county,John Contee | John Conter
1419,Uriah Forrest | Uriah Hornett | Uriah Horrest,Uriah,Forrest,,Montgomery County,MD,US,county,Uriah Forrest | Uriah Hornett | Uriah Horrest
1419,Uriah Forrest | Uriah Hornett | Uriah Horrest,Uriah,Hornett,,Montgomery County,MD,US,county,Uriah Forrest | Uriah Hornett | Uriah Horrest
1419,Uriah Forrest | Uriah Hornett | Uriah Horrest,Uriah,Horrest,,Montgomery County,MD,US,county,Uriah Forrest | Uriah Hornett | Uriah Horrest
1420,William Matthews,William,Matthews,Baltimore,Baltimore County,MD,US,town,William Matthews
1421,Thomas A Reeder | Thomas A Reider,Thomas A,Reeder,,St Marys County,MD,US,county,Thomas A Reeder | Thomas A Reider
1421,Thomas A Reeder | Thomas A Reider,Thomas A,Reider,,St Marys County,MD,US,county,Thomas A Reeder | Thomas A Reider
1422,Robert Gilmor,Robert,Gilmor,,Baltimore County,MD,US,county,Robert Gilmor
1424,Jacob Graybell | Jacob Graybill,Jacob,Graybell,Baltimore,Baltimore County,MD,US,town,Jacob Graybell | Jacob Graybill
1424,Jacob Graybell | Jacob Graybill,Jacob,Graybill,Baltimore,Baltimore County,MD,US,town,Jacob Graybell | Jacob Graybill
1425,Beriah Marbury | Beriah Maybury,Beriah,Marbury,Annapolis,Anne Arundel County,MD,US,town,Beriah Marbury | Beriah Maybury
1425,Beriah Marbury | Beriah Maybury,Beriah,Maybury,Annapolis,Anne Arundel County,MD,US,town,Beriah Marbury | Beriah Maybury
1426,Jonas Clapham,Jonas,Clapham,Annapolis,Anne Arundel County,MD,US,town,Jonas Clapham
1427,Richard Conway,Richard,Conway,,,VA,US,state,Richard Conway
1428,John Enshine | John Erskine,John,Enshine,,Talbot County,MD,US,county,John Enshine | John Erskine
1428,John Enshine | John Erskine,John,Erskine,,Talbot County,MD,US,county,John Enshine | John Erskine
1430,Jacob Aldridge,Jacob,Aldridge,,Prince Georges County,MD,US,county,Jacob Aldridge
1431,Edward Harris | Edwrad Harris,Edward,Harris,,Queen Annes County,MD,US,county,Edward Harris | Edwrad Harris
1431,Edward Harris | Edwrad Harris,Edwrad,Harris,,Queen Annes County,MD,US,county,Edward Harris | Edwrad Harris
1434,John Snowden,John,Snowden,,Prince Georges County,MD,US,county,John Snowden
1435,Samuel Snowden,Samuel,Snowden,,Prince Georges County,MD,US,county,Samuel Snowden
1436,Lewis Valck,Lewis,Valck,Baltimore,Baltimore County,MD,US,town,Lewis Valck
1437,Gerrard Wood,Gerrard,Wood,,Charles County,MD,US,county,Gerrard Wood
1438,Samuel John and Thomas Snowden,Samuel,John,,Prince Georges County,MD,US,county,Samuel John | Thomas Snowden
1438,Samuel John and Thomas Snowden,Thomas,Snowden,,Prince Georges County,MD,US,county,Samuel John | Thomas Snowden
1439,Alexander Lawson Smith,Alexander Lawson,Smith,,Harford County,MD,US,county,Alexander Lawson Smith
1440,Archibald Golder | Archibald Goldex,Archibald,Golder,Annapolis,Anne Arundel County,MD,US,town,Archibald Golder | Archibald Goldex
1440,Archibald Golder | Archibald Goldex,Archibald,Goldex,Annapolis,Anne Arundel County,MD,US,town,Archibald Golder | Archibald Goldex
1443,Richard Sprigg,Richard,Sprigg,,Anne Arundel County,MD,US,county,Richard Sprigg
1445,Andrew Baille,andrew,Baille,,Charles County,MD,US,county,andrew Baille
1448,Frederick Grammar | Frederick Grammer,Frederick,Grammar,Annapolis,Anne Arundel County,MD,US,town,Frederick Grammar | Frederick Grammer
1448,Frederick Grammar | Frederick Grammer,Frederick,Grammer,Annapolis,Anne Arundel County,MD,US,town,Frederick Grammar | Frederick Grammer
1449,Thomas and Benjamin Harwood | William Harwood,Benjamin,Harwood,Annapolis,Anne Arundel County,MD,US,town,Benjamin Harwood | Thomas Harwood | William Harwood
1449,Thomas and Benjamin Harwood | William Harwood,Thomas,Harwood,Annapolis,Anne Arundel County,MD,US,town,Benjamin Harwood | Thomas Harwood | William Harwood
1449,Thomas and Benjamin Harwood | William Harwood,William,Harwood,Annapolis,Anne Arundel County,MD,US,town,Benjamin Harwood | Thomas Harwood | William Harwood
1450,Henry G Sothoron,Henry G,Sothoron,,,MD,US,state,Henry G Sothoron
1451,Margery Whitaker | Margery Whitaker Adm of Robert Whitaker,Margery,Whitaker,,Prince Georges County,MD,US,county,Margery Whitaker | Robert Whitaker
1451,Margery Whitaker | Margery Whitaker Adm of Robert Whitaker,Robert,Whitaker,,Prince Georges County,MD,US,county,Margery Whitaker | Robert Whitaker
1452,Thomas Harwwod and Benjamin Harwood | Thomas and Benjamin Harwood,Benjamin,Harwood,Annapolis,Anne Arundel County,MD,US,town,Benjamin Harwood | Thomas Harwood
1452,Thomas Harwwod and Benjamin Harwood | Thomas and Benjamin Harwood,Thomas,Harwood,Annapolis,Anne Arundel County,MD,US,town,Benjamin Harwood | Thomas Harwood
1454,Samuel Beall,Samuel,Beall,,,VA,US,state,Samuel Beall
1456,Peter Hoffman,Peter,Hoffman,Baltimore,Baltimore County,MD,US,town,Peter Hoffman
1458,Michael Pue,Michael,Pue,,Anne Arundel County,MD,US,county,Michael Pue
1462,Caleb Dorsey,Caleb,Dorsey,,Anne Arundel County,MD,US,county,Caleb Dorsey
1463,Richard Dorsey,Richard,Dorsey,,Anne Arundel County,MD,US,county,Richard Dorsey
1464,Ignatius Fenwick | Ignatuis Fenwick,Ignatius,Fenwick,,Prince Georges County,MD,US,county,Ignatius Fenwick | Ignatuis Fenwick
1464,Ignatius Fenwick | Ignatuis Fenwick,Ignatuis,Fenwick,,Prince Georges County,MD,US,county,Ignatius Fenwick | Ignatuis Fenwick
1465,Ignatius Fenwick,Ignatius,Fenwick,,Prince Georges County,MD,US,county,Ignatius Fenwick
1466,Archibald Golder,Archibald,Golder,Annapolis,Anne Arundel County,MD,US,town,Archibald Golder
1468,William Lodge,William,Lodge,,Montgomery County,MD,US,county,William Lodge
1469,Henry O'Neale,Henry,O'Neale,,Montgomery County,MD,US,county,Henry O'Neale
1470,Samuel T Wright | Samuel Tarbutt Wright | Samuel Turbut Wright,Samuel T,Wright,,Queen Annes County,MD,US,county,Samuel T Wright | Samuel Tarbutt Wright | Samuel Turbut Wright
1470,Samuel T Wright | Samuel Tarbutt Wright | Samuel Turbut Wright,Samuel Tarbutt,Wright,,Queen Annes County,MD,US,county,Samuel T Wright | Samuel Tarbutt Wright | Samuel Turbut Wright
1470,Samuel T Wright | Samuel Tarbutt Wright | Samuel Turbut Wright,Samuel Turbut,Wright,,Queen Annes County,MD,US,county,Samuel T Wright | Samuel Tarbutt Wright | Samuel Turbut Wright
1472,Josiah Watson and Co | Josiah Watson and Companey,Josiah,Watson,,,VA,US,state,Josiah Watson
1474,Gassaway Watkins | Gassway Watkins,Gassaway,Watkins,,Anne Arundel County,MD,US,county,Gassaway Watkins | Gassway Watkins
1474,Gassaway Watkins | Gassway Watkins,Gassway,Watkins,,Anne Arundel County,MD,US,county,Gassaway Watkins | Gassway Watkins
1475,John E Howard and Others,John E,Howard,,,MD,US,state,John E Howard
1476,Richard Potts,Richard,Potts,Frederick,Frederick County,MD,US,town,Richard Potts
1481,Wallace and Muir | Wallce and Muir,Charles,Wallace,Annapolis,Anne Arundel County,MD,US,town,Charles Wallace | John Muir
1481,Wallace and Muir | Wallce and Muir,John,Muir,Annapolis,Anne Arundel County,MD,US,town,Charles Wallace | John Muir
1482,Christopher Johnston,Christopher,Johnston,,,MD,US,state,Christopher Johnston
1483,David Poe,David,Poe,,,MD,US,state,David Poe
1486,Josiah Watson and Co,Josiah,Watson,,,MD,US,state,Josiah Watson
1487,William Marbury,William,Marbury,Annapolis,Anne Arundel County,MD,US,town,William Marbury
1489,William Count Van Hoogendorp,William Count,Van Hoogendorp,,,MD,US,state,William Count Van Hoogendorp
1490,David Steuart,David,Steuart,,Anne Arundel County,MD,US,county,David Steuart
1492,Benjamin Mackall,Benjamin,Mackall,,,MD,US,state,Benjamin Mackall
1493,John Chris Hedrick,John Chris,Hedrick,,,MD,US,state,John Chris Hedrick
1494,Thomas Hope,Thomas,Hope,,,MD,US,state,Thomas Hope
1495,John of Robert Pinkney | Jon of Robert Pinkney | Jonathan of Robert Pinkney,Robert,Pinkney,,,MD,US,state,Robert Pinkney
1496,Harmanus Alricks,Harmanus,Alricks,,,MD,US,state,Harmanus Alricks
1497,John H Stone,John H,Stone,Annapolis,Anne Arundel County,MD,US,town,John H Stone
1498,John Randall | John Rondall,John,Randall,,,MD,US,state,John Randall | John Rondall
1498,John Randall | John Rondall,John,Rondall,,,MD,US,state,John Randall | John Rondall
1499,Thomas Noble Stockell | Thomas Noble Stockett,Thomas Noble,Stockell,,,MD,US,state,Thomas Noble Stockell | Thomas Noble Stockett
